Alameda,Dimond Slice Pizza,37.80063,-122.21572,2208 MacArthur Blvd,94602,4.5,299,$,Pizza,dHurSbFlqasZZdxVdNjayA
Alameda,Luckyduck Bicycle Cafe,37.8017726,-122.268675,302 12th St,94607,5.0,127,$,Bike Repair/Maintenance,wo68vP1Y0iXNS-n6i8WpjQ
Alameda,Vegan Donut Gelato,37.79871,-122.25099,411 E 18th St,94606,4.5,253,$,Donuts,WG85lZkUdYRunbz0jV5lZQ
Alameda,Rio California,37.8057569461889,-122.277376580129,1233 Preservation Park Way,94612,4.5,411,$,Brazilian,KnSTCJN99SomRCkANwJUFw
Alameda,Abigail's Moroccan Cuisine,37.766354,-122.2880167,1132 Ballena Blvd,94501,4.5,358,$,Moroccan,YH82tozaJi_cCKU6xF6IxQ
Alameda,Madd Mex Cantina Food Truck,37.5521392822266,-122.260833740234,,94404,4.5,199,$,Food Trucks,Is1KN9f5THyPgo1RjAxRzg
Alameda,Obelisco Restaurant,37.77538,-122.22394,3411 E 12th St,94601,4.5,260,$,Mexican,4a-VV_CbVMZQ8Wh4yfXT3g
Alameda,P&J's Waffle Delight,37.6993509319707,-121.738745509273,,94612,5.0,44,$,Food Trucks,mo0nboBdLiXQDonb7qmvrw
Alameda,Reem's,37.7753737554463,-122.224642891539,3301 E 12th St,94601,4.5,438,$$,Middle Eastern,eh2IjifiUyr8PmiN--O66g
Alameda,Injera Restaurant,37.76281,-122.24418,1305 Park St,94501,4.5,260,$$,Ethiopian,2tQDS5t9cglInIYqjPrtHA
Alameda,The Veg Hub,37.80063,-122.21572,2214 MacArthur Blvd,94602,4.5,258,$,Vegan,cIkCZY3PYFoW_SSP10qp9Q
Alameda,El Paisa Taco Truck,37.779354,-122.228888,2900 International Blvd,94620,4.5,84,$,Mexican,JoPd75n0YPyxkJ5APf0Zgg
Alameda,Banh Mi Ba Le,37.78606,-122.24101,1909 International Blvd,94606,4.5,1012,$,Vietnamese,IJF-4E8Mhm5teI5RHrH5yw
Alameda,Taqueria Sinaloa,37.78496,-122.2379,2138 International Blvd,94606,4.5,956,$,Food Trucks,PGJbyscmFcjFwQdrSDkoJg
Alameda,Cafe Gabriela,37.8014585310945,-122.272591803778,988 Broadway,94607,4.5,350,$,Coffee & Tea,K13pS2z2wFO_pASoXRFmJw
Alameda,El Diferente Loncheria,37.315831,-121.881065,1198 Vine St,95110,5.0,41,$,Food Trucks,GcfdjsPGaXrY02Q3bsKvew
Alameda,La Casita,37.779867,-122.217782,3659 Foothill Blvd,94601,4.5,98,$$,Mexican,ML650DWiVUo9OpaI2KJMAA
Alameda,Cambodian Street Food,37.78679,-122.23767,2045 Foothill Blvd,94606,5.0,70,,Cambodian,5CW4c1do1dOpnYyAg1fFwg
Alameda,Cafe Umami,37.800323,-122.2154309,2224 MacArthur Blvd,94602,4.5,156,$$,Breakfast & Brunch,CeUBcrV1JHr2mTFiaCHGUg
Alameda,Autobahn Cafe,37.7990798950195,-122.278175354004,571 5th St,94607,4.5,139,$,Cafes,anP7VKq3hoP9DKW-UvWf9g
Alameda,Maya Halal Taqueria,37.80353,-122.26844,346 14th St,94612,4.5,125,$$,Halal,hz6KrIX3mcRw1uV_zUWbNg
Alameda,Mashallah Halal Food Indian and Pakistani Food Truck,37.7853,-122.30802,2400 Monarch Alameda,94501,5.0,60,,Food Trucks,E6fGRBp2bTbaveuu6ltWCw
Alameda,Yummy Grill Afghan Kabob House,37.7723989,-122.2146033,4300 International Blvd,94601,4.5,82,,Mediterranean,KEr1SJnc7VmzHxqNMn5uGA
Alameda,Sierra Deli & Market,37.794013433608,-122.2686054112,311 Oak St,94607,4.5,354,$,Delis,LN7S7FSZnEbcYuCc1t2H5w
Alameda,Mama Papa Lithuania Restaurant,37.7620684,-122.2449254,1241 Park St,94501,4.5,516,$$,Coffee & Tea,rk5KowhHYPv_c2D769NpKg
Alameda,Kefa Coffee,37.773184797085,-122.23481521192,422 29th Ave,94601,4.5,352,$,Coffee & Tea,b77IZJXG5YiZ9d2wPkb0pA
Alameda,Nieves Cinco de Mayo,37.7759861828229,-122.224016387619,3340 E 12th St,94601,4.5,183,$,Ice Cream & Frozen Yogurt,wRaFG5BXdYcZ1ZTiE1fUOw
Alameda,Bare Knuckle Pizza,37.802183216047,-122.26972438395,351 12th St,94607,4.5,134,$$,Pizza,AkmUD3XOXQYf4wVIHOHStA
Alameda,Pho Vy Vietnamese Cuisine,37.79621,-122.25478,401 International Blvd,94606,4.5,180,$,Vietnamese,Tenb6Y3eCC72WlDAVaH0Gw
Alameda,Orchid Pavillion Cafe,37.7747,-122.27644,1540 Webster St,94501,4.5,83,$,Chinese,KbpRYZz2P3-Hr0Q_yqX4yQ
Alameda,Phnom Penh Restaurant,37.77385,-122.27646,1514 Webster St,94501,4.5,893,$$,Cambodian,BIAvMuRWS_WWmTjK_qBh2g
Alameda,The Trappist,37.8004411,-122.2740463,460 8th St,94607,4.0,1390,$$,Belgian,nnImffGgWMtHb0R1affLEA
Alameda,Anula's Cafe,37.80372,-122.27034,1319 Franklin St,94612,4.5,127,$,Coffee & Tea,4P3IuXlg9tP30iTzUA5J4w
Alameda,Santoro's Italian Market & Deli,37.77367,-122.28252,475 Santa Clara Ave,94501,4.5,225,$,Delis,ovfGkvo3N8pB1KbOu3zEzQ
Alameda,Montse's Cafe,37.7994465,-122.2865277,155 Filbert St,94607,5.0,53,$,Cafes,BKoy3dKzKS_ZM6TApHJjmA
Alameda,The Lunch Box,37.8063812255859,-122.267936706543,1720 Franklin St,94612,4.5,406,$,Sandwiches,1yiUkThJW8M4W6fIA0FQGg
Alameda,La Penca Azul Taco Bar,37.7650079,-122.2415173,2406 Santa Clara Ave,94501,4.5,121,$$,Tacos,ZqBbuCfgIJLH5aljKSpopQ
Alameda,"Q's Halal ""Mediterranean Comfort""",37.764514,-122.243903,2306 Central Ave,94501,4.5,609,$,Halal,hi7tFQLY-phiPXytqFULCQ
Alameda,Marhaba Indian & Pakistani Halal Cuisine,37.8045440765694,-122.269691862166,1437 Franklin St,94612,4.5,661,$$,Indian,ayMENfQ7-t8kU_l4nYb6Sg
Alameda,Downtown Wine Merchants,37.804614,-122.271104,102 Frank H Ogawa Plz,94612,4.5,95,$$,Wine Bars,xB6VFr0-OIPosNSzCqWfkg
Alameda,Grocery Cafe,37.794826,-122.2755999,90 Franklin St,94606,4.5,287,$$,Burmese,RqZY-0V5EEU_WwGGEanbkQ
Alameda,Jimmy's Snacks & Deli,37.80598,-122.26967,1600 Broadway,94612,4.5,99,$,Delis,eRAHad5HAzNToGMcCJvqrg
Alameda,Battambang Restaurant,37.8004413,-122.2734112,850 Broadway St,94607,4.5,536,$$,Cambodian,p94WnJTvSvZfIFDyz5mCvg
Alameda,Jeepney Guy,37.8041579,-122.2907084,1255 7th St,94607,4.5,59,$,Caterers,4CWoy1vTAVCtwtDyKzt2nw
Alameda,Trabocco Kitchen & Cocktails,37.757312,-122.251694,2213 S Shore Ctr,94501,4.0,1152,$$,Italian,17Zv2e4Mh5I-wbp_x7WrpQ
Alameda,Scolari's,37.762815790262,-122.244188713625,1303 Park St,94501,4.0,991,$$,Burgers,6erJrSwfm-ARmhn3_0QjZw
Alameda,Super Juiced,37.8018671735692,-122.274966928303,540 9th St,94607,4.5,116,$$,Juice Bars & Smoothies,Zcq00qHxaeZZXbagjVKZSg
Alameda,The Everest Momo,37.3744614,-122.0563915,1205 W El Camino Real,94087,4.5,497,$,Food Trucks,nfBk9bUx0XgFs6S6JUTJAA
Alameda,El Paisa,37.7708061721025,-122.211468480527,4610 International Blvd,94601,4.5,198,$,Mexican,4bYTkiWkI6sCJL2DfokaXw
Alameda,Utzutzu,37.76482,-122.24197,1428 Park St,94501,4.5,54,$$$$,Sushi Bars,m-VeBviqKzECyVPxyiLqTg
Alameda,Biryani Tika Kabab,37.8034,-122.26813,328 14th St,94612,4.5,85,$$,Pakistani,XusKnltuKs9LTfAMCCxyPg
Alameda,Poke Koma,37.7638608715403,-122.242943868041,1354 Park St,94501,4.5,369,$$,Poke,jUbJLWOEAX9DbdSlTre5Cg
Alameda,La Perla,37.80104,-122.21792,2020 MacArthur Blvd,94602,4.5,114,$$,Puerto Rican,IDSi2Ct9zhY2zTQ3Voj5AA
Alameda,Domenicos Italian Deli,37.77172,-122.27701,1407 Webster St,94501,4.5,261,$,Delis,XbPFjHB_8_z26j-u0bDLkg
Alameda,Guadalajara Taco Truck,37.77195,-122.21398,44TH Ave And International Blvd,94620,4.5,181,$,Food Stands,_GZ6v_gQHfRzi3OJhU5afQ
Alameda,Shandong Restaurant,37.800607171031,-122.26986193448,328 10th St,94607,4.0,2708,$$,Chinese,DceTpSF9RJ9PBvfX-_EImQ
Alameda,Angela's Kitchen,37.7674777,-122.2398557,1640 Park St,94501,4.5,203,$$,Mediterranean,byiUp9IdXSRZk5v9ACfDPg
